Date	Sent_mean	Sent_count
2016-12-01	0.007972582972582977	7
2016-12-02	0.0871969696969697	6
2016-12-03	0.04727272727272727	5
2016-12-04	0.10625	4
2016-12-05	0.0576264880952381	8
2016-12-06	0.13055555555555556	9
2016-12-07	0.05357142857142857	7
2016-12-08	0.0056818181818181785	8
2016-12-09	0.062337662337662345	7
2016-12-10	0.010795454545454546	4
2016-12-11	0.03409090909090909	4
2016-12-12	0.08594372294372295	10
2016-12-13	0.04666666666666667	6
2016-12-14	0.035416666666666666	8
2016-12-15	0.12005772005772006	7
2016-12-16	0.057291666666666664	6
2016-12-17	0.0	3
2016-12-18	0.090625	4
2016-12-19	-0.017857142857142856	7
2016-12-20	0.04583333333333334	8
2016-12-21	0.08499999999999999	5
2016-12-22	0.1388888888888889	9
2016-12-23	0.001428571428571426	7
2016-12-24	0.08766233766233766	4
2016-12-25	-0.019999999999999997	5
2016-12-26	0.030066287878787873	8
2016-12-27	0.178030303030303	6
2016-12-28	0.048821548821548814	9
2016-12-29	0.14545454545454545	3
2016-12-30	0.2571428571428572	7
2016-12-31	0.016666666666666666	6
2017-01-01	0.0625	4
2017-01-02	0.017857142857142856	6
2017-01-03	0.033766233766233764	7
2017-01-04	-0.08833333333333333	6
2017-01-05	0.15	5
2017-01-06	0.0476010101010101	8
2017-01-07	0.10714285714285714	2
2017-01-08	-0.06999999999999999	5
2017-01-09	-0.12744633838383834	6
2017-01-10	0.09204545454545454	8
2017-01-11	0.0008928571428571437	7
2017-01-12	0.1361111111111111	6
2017-01-13	0.047916666666666684	6
2017-01-14	0.0	2
2017-01-15	0.0	4
2017-01-16	-0.038888888888888896	4
2017-01-17	0.06666666666666667	6
2017-01-18	0.1798611111111111	9
2017-01-19	0.006887755102040814	7
2017-01-20	0.1130952380952381	6
2017-01-21	0.02727272727272727	5
2017-01-22	0.0	4
2017-01-23	-0.0125	4
2017-01-24	0.025	10
2017-01-25	0.2034271284271284	8
2017-01-26	0.04518518518518518	8
2017-01-27	0.03068181818181818	8
2017-01-28	0.22954545454545455	4
2017-01-29	0.0	5
2017-01-30	-0.008055555555555548	5
2017-01-31	0.028571428571428574	7
2017-02-01	0.24583333333333335	8
2017-02-02	0.04458874458874459	7
2017-02-03	0.0	8
2017-02-04	0.0	5
2017-02-05	0.265	5
2017-02-06	0.09	5
2017-02-07	0.0662037037037037	6
2017-02-08	0.016666666666666666	6
2017-02-09	0.034374999999999996	6
2017-02-10	0.05246212121212121	8
2017-02-11	0.041666666666666664	4
2017-02-12	0.04259259259259259	9
2017-02-13	0.08955905205905206	13
2017-02-14	0.10216450216450215	7
2017-02-15	0.05909090909090909	11
2017-02-16	0.0007996632996633002	9
2017-02-17	0.041666666666666664	9
2017-02-18	-0.0375	5
2017-02-19	-0.054545454545454564	3
2017-02-20	0.16393939393939394	9
2017-02-21	0.09632231404958679	11
2017-02-22	-0.017832167832167827	13
2017-02-23	-0.02916666666666667	8
2017-02-24	0.02625	8
2017-02-25	-0.1	5
2017-02-26	-0.0018518518518518638	3
2017-02-27	0.024999999999999998	12
2017-02-28	0.15013774104683195	11
2017-03-01	0.039181818181818186	10
2017-03-02	0.004065934065934061	13
2017-03-03	0.06725	10
2017-03-04	-0.03333333333333333	3
2017-03-05	-0.225	4
2017-03-06	0.020999999999999998	10
