Date,Sent_mean,Sent_count
2019-01-01,0.03896103896103896,7
2019-01-02,0.03244694610504135,525
2019-01-03,0.03405567504459914,474
2019-01-04,0.08782122198788866,351
2019-01-05,0.0,1
2019-01-06,0.2719202898550725,23
2019-01-07,0.06442608138740734,543
2019-01-08,0.07682302569626509,568
2019-01-09,0.04720244685869687,520
2019-01-10,0.07264943129902966,498
2019-01-11,0.06596851407449233,460
2019-01-12,0.2,18
2019-01-13,0.1544973544973545,21
2019-01-14,0.04050633590293057,602
2019-01-15,0.04380276170942114,458
2019-01-16,0.052061382712807414,544
2019-01-17,0.04359132500756213,485
2019-01-18,0.06549135180449951,386
2019-01-19,0.4928571428571429,7
2019-01-20,0.35858585858585856,9
2019-01-21,0.07539215686274509,17
2019-01-22,0.009524582242174822,540
2019-01-23,0.04098361776610875,554
2019-01-24,0.0407805568420353,673
2019-01-25,0.06854804562833758,411
2019-01-26,0.42901234567901236,9
2019-01-27,0.09523809523809523,24
2019-01-28,0.03614634507190687,623
2019-01-29,0.020157592448044364,686
2019-01-30,0.04047814753058875,553
2019-01-31,0.04445591241071752,558
2019-02-01,0.03222896872760113,457
2019-02-02,0.07142857142857142,14
2019-02-03,0.07147435897435897,26
2019-02-04,0.05318261241023249,458
2019-02-05,0.02787985237222799,623
2019-02-06,0.02995886904220238,555
2019-02-07,0.00896037907753236,685
2019-02-08,0.024277906197063825,368
2019-02-09,0.04090909090909091,8
2019-02-10,0.25735294117647056,34
2019-02-11,0.02975991223161499,508
2019-02-12,0.011522433353683356,520
2019-02-13,0.02556172948329813,663
2019-02-14,0.03383060571959826,804
2019-02-15,0.046303247597107224,570
2019-02-16,0.0,2
2019-02-17,0.21121212121212124,10
2019-02-18,0.13973429951690822,23
2019-02-19,0.047960302353008966,593
2019-02-20,0.01897081695884888,658
2019-02-21,0.029605308113910652,712
2019-02-22,0.025815006161721495,411
2019-02-23,0.036761363636363634,20
2019-02-24,0.09912324778396206,42
2019-02-25,0.036028568896989924,475
2019-02-26,0.04510340381316536,671
2019-02-27,0.013438651340571525,664
2019-02-28,0.01247616103301524,631
2019-03-01,0.04486811057565775,477
2019-03-02,0.14285714285714285,7
2019-03-03,0.15666666666666668,30
2019-03-04,0.02428067877672682,488
2019-03-05,0.04752362462308701,465
2019-03-06,0.030814142238351373,569
2019-03-07,0.040473089802963456,554
2019-03-08,0.03979957152983468,380
2019-03-09,0.32954545454545453,8
2019-03-10,0.029493087557603683,31
2019-03-11,0.049887099301161836,416
2019-03-12,0.047348025264231014,452
2019-03-13,0.027485677351748776,420
2019-03-14,0.027575288153884426,431
2019-03-15,0.0640757421819574,385
2019-03-16,0.0,9
2019-03-17,0.3054590017825312,17
2019-03-18,0.02585696203214906,401
2019-03-19,0.030094041798587254,407
2019-03-20,0.03765942853442857,520
2019-03-21,0.04769935506670202,490
2019-03-22,0.05080481481481481,375
2019-03-23,0.07004848484848485,25
2019-03-24,0.16087875939849622,19
2019-03-25,0.03491594234758296,320
2019-03-26,0.053913292465229155,426
2019-03-27,0.039705253061826776,502
2019-03-28,0.03415503400748391,449
2019-03-29,0.08081468808220828,371
2019-03-30,0.16944444444444443,36
2019-03-31,0.0893097643097643,18
2019-04-01,0.09088395454674529,559
2019-04-02,0.027347095104368793,464
2019-04-03,0.06309208709671676,432
2019-04-04,0.04302247041192621,441
2019-04-05,0.07485404545914105,314
2019-04-06,0.2,5
2019-04-07,0.14517857142857143,21
2019-04-08,0.04656895144893899,401
2019-04-09,0.04807520558424175,415
2019-04-10,0.03533982256697996,394
2019-04-11,0.03265297759188738,399
2019-04-12,0.0776890235690236,375
2019-04-13,0.2022727272727273,12
2019-04-14,0.29020202020202024,15
2019-04-15,0.018762241289219706,417
2019-04-16,0.05547267699284634,502
2019-04-17,0.04757317944095998,606
2019-04-18,0.04802072348947351,468
2019-04-19,0.14154411764705882,17
2019-04-20,0.27222222222222225,18
2019-04-21,-0.008333333333333333,24
2019-04-22,0.03666403464744426,437
2019-04-23,0.037535573649784965,672
2019-04-24,-0.01170394420394419,721
2019-04-25,0.013035441398907725,802
2019-04-26,0.002793915074698662,536
2019-04-27,0.06437908496732027,17
2019-04-28,0.14947089947089948,36
2019-04-29,0.0225541099399795,460
2019-04-30,0.009891462147638997,769
2019-05-01,0.004869639619639632,845
2019-05-02,0.004207772446408818,858
2019-05-03,0.04087063979870582,530
2019-05-04,0.02666666666666667,30
2019-05-05,0.2088541666666667,24
2019-05-06,0.021355177529368864,742
2019-05-07,0.02049366861643647,860
2019-05-08,0.012604971899603556,801
2019-05-09,0.0033035941234792533,914
2019-05-10,0.022908589866923183,510
2019-05-11,0.1954545454545455,22
2019-05-12,0.04166666666666667,14
2019-05-13,0.02592508956307327,491
2019-05-14,0.05797825537724531,594
2019-05-15,0.026902102151696274,616
2019-05-16,0.03849867613935878,542
2019-05-17,0.039225707262517034,489
2019-05-18,0.19138755980861244,19
2019-05-19,0.1451048951048951,13
2019-05-20,0.04599957688944678,538
2019-05-21,0.05323930477520903,564
2019-05-22,0.04494266508501383,562
2019-05-23,0.017174192697523162,584
2019-05-24,0.04672855378299209,309
2019-05-25,0.34375,16
2019-05-26,-0.035110294117647045,34
2019-05-27,0.09807692307692308,13
2019-05-28,0.08083932308932314,370
2019-05-29,0.033562521019329945,492
2019-05-30,0.049936543814857445,591
2019-05-31,0.05232118372830021,541
2019-06-01,0.05548756798756799,39
2019-06-02,0.21485645933014352,19
2019-06-03,0.05848340235609529,596
2019-06-04,0.0513169979472796,710
2019-06-05,0.036747337520866966,510
2019-06-06,0.04687277413732892,438
2019-06-07,0.06064546962972661,397
2019-06-08,0.2030438311688312,34
2019-06-09,0.1591567852437418,23
2019-06-10,0.04210444382304131,439
2019-06-11,0.07035670374018675,501
2019-06-12,0.026586530103096365,498
2019-06-13,0.0722876137109714,411
2019-06-14,0.04462194259988377,442
2019-06-15,-0.014583333333333332,20
2019-06-16,0.3058823529411765,17
2019-06-17,0.06580870057996495,435
2019-06-18,0.07953672218095285,507
2019-06-19,0.07979772360690378,433
2019-06-20,0.08550929020598128,408
2019-06-21,0.07070951381690817,284
2019-06-22,0.08333333333333333,15
2019-06-23,0.19619218500797445,19
2019-06-24,0.04773801436893154,338
2019-06-25,0.04061229080625634,464
2019-06-26,0.02575364558593888,641
2019-06-27,0.06510641524615104,492
2019-06-28,0.08771942640692637,360
2019-06-29,0.13333333333333333,15
2019-06-30,0.2972222222222222,18
2019-07-01,0.06104925889002652,482
2019-07-02,0.04885413634329035,461
2019-07-03,0.06357759247147737,278
2019-07-04,0.26944444444444443,3
